year,country,iso3,region,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct
2025,Chile,CHL,LatAm,2.09,38.57,13.15,1.82,24.93,4.99,6.63,7.82,44.36,53.81
2026,Chile,CHL,LatAm,3.23,39.23,13.83,2.57,23.9,4.28,8.17,4.77,41.13,56.3
2000,Venezuela,VEN,LatAm,4.99,47.01,14.57,0.0,24.09,0.59,0.26,8.48,33.43,66.57
2001,Venezuela,VEN,LatAm,3.84,45.42,16.4,0.17,24.82,0.0,0.0,9.37,34.18,65.65
2002,Venezuela,VEN,LatAm,6.58,42.4,14.06,1.76,24.3,0.0,2.69,8.2,35.19,63.05
2003,Venezuela,VEN,LatAm,4.81,43.24,14.64,2.43,23.47,1.31,0.93,9.16,34.87,62.7
2004,Venezuela,VEN,LatAm,4.4,43.14,15.32,1.34,23.77,2.08,1.78,8.17,35.8,62.86
2005,Venezuela,VEN,LatAm,4.17,44.66,15.56,0.0,25.52,1.62,0.0,8.47,35.62,64.38
2006,Venezuela,VEN,LatAm,5.16,43.83,15.36,0.66,23.64,0.0,2.67,8.66,34.97,64.36
2007,Venezuela,VEN,LatAm,5.53,42.15,15.25,0.0,23.69,1.45,2.5,9.43,37.07,62.93
2008,Venezuela,VEN,LatAm,4.1,42.12,13.62,0.31,26.91,2.27,3.23,7.45,39.86,59.83
2009,Venezuela,VEN,LatAm,4.39,44.86,14.44,0.72,24.82,1.31,2.52,6.93,35.58,63.69
2010,Venezuela,VEN,LatAm,4.5,43.23,14.39,0.17,25.03,1.41,2.73,8.53,37.71,62.12
2011,Venezuela,VEN,LatAm,2.87,44.55,14.34,1.4,23.98,3.22,2.8,6.84,36.84,61.77
2012,Venezuela,VEN,LatAm,3.58,43.39,15.3,1.2,25.53,1.63,2.52,6.85,36.53,62.27
2013,Venezuela,VEN,LatAm,4.45,43.09,15.27,1.0,25.34,2.33,1.75,6.77,36.19,62.81
2014,Venezuela,VEN,LatAm,3.69,42.87,14.43,1.18,24.8,2.06,5.52,5.45,37.83,61.0
2015,Venezuela,VEN,LatAm,3.68,41.16,13.74,0.81,24.14,3.48,5.42,7.57,40.61,58.59
2016,Venezuela,VEN,LatAm,4.59,38.81,13.54,1.4,24.77,4.62,5.15,7.12,41.66,56.94
2017,Venezuela,VEN,LatAm,6.36,42.03,14.13,1.18,24.2,3.35,2.86,5.88,36.3,62.51
2018,Venezuela,VEN,LatAm,3.44,41.73,15.14,0.04,26.59,3.55,4.99,4.53,39.66,60.3
2019,Venezuela,VEN,LatAm,2.9,42.06,14.32,1.1,25.03,2.19,4.98,7.43,39.62,59.28
2020,Venezuela,VEN,LatAm,4.43,39.95,15.38,0.0,23.4,5.56,5.81,5.49,40.25,59.75
2021,Venezuela,VEN,LatAm,3.39,40.89,14.73,1.22,25.48,2.93,6.03,5.34,39.77,59.01
2022,Venezuela,VEN,LatAm,2.21,39.99,15.53,2.8,24.4,3.77,5.57,5.73,39.47,57.73
2023,Venezuela,VEN,LatAm,2.84,42.37,12.22,0.71,26.09,3.62,6.02,6.12,41.86,57.43
2024,Venezuela,VEN,LatAm,4.91,41.08,13.35,0.06,24.65,3.31,5.77,6.87,40.6,59.34
2025,Venezuela,VEN,LatAm,2.7,39.25,12.77,1.59,26.23,3.83,8.25,5.39,43.69,54.72
2026,Venezuela,VEN,LatAm,2.9,38.79,13.82,2.74,24.5,5.32,6.32,5.61,41.75,55.51
2000,Nigeria,NGA,Africa,13.86,34.65,12.71,0.0,24.9,0.27,0.0,13.61,38.78,61.22
2001,Nigeria,NGA,Africa,14.78,34.19,10.17,0.51,26.67,0.0,0.71,12.97,40.36,59.14
2002,Nigeria,NGA,Africa,15.34,34.69,10.33,0.0,23.69,2.02,0.0,13.93,39.64,60.36
2003,Nigeria,NGA,Africa,14.04,36.53,9.78,0.04,24.88,0.02,0.89,13.82,39.61,60.35
2004,Nigeria,NGA,Africa,13.28,34.1,9.06,1.62,25.52,0.74,0.88,14.8,41.94,56.44
2005,Nigeria,NGA,Africa,14.75,34.62,11.34,0.0,25.63,0.37,0.07,13.22,39.3,60.7
2006,Nigeria,NGA,Africa,15.22,35.43,11.39,1.34,24.76,0.0,1.29,10.57,36.62,62.04
2007,Nigeria,NGA,Africa,12.16,33.74,10.71,0.54,26.31,1.79,0.82,13.92,42.84,56.61
2008,Nigeria,NGA,Africa,15.98,35.34,10.05,0.46,24.06,1.53,0.18,12.39,38.17,61.37
2009,Nigeria,NGA,Africa,14.97,33.67,9.93,0.52,26.27,1.3,1.17,12.17,40.91,58.57
2010,Nigeria,NGA,Africa,12.64,33.97,10.76,0.7,25.61,2.39,2.26,11.67,41.93,57.37
2011,Nigeria,NGA,Africa,11.86,34.16,10.96,0.04,24.67,3.11,3.34,11.84,42.96,56.99
2012,Nigeria,NGA,Africa,14.57,32.17,10.81,0.66,25.16,3.89,2.08,10.68,41.8,57.54
2013,Nigeria,NGA,Africa,12.16,34.91,11.44,1.44,24.49,2.75,1.01,11.81,40.06,58.5
2014,Nigeria,NGA,Africa,12.8,34.63,10.94,0.0,25.85,1.88,2.04,11.86,41.63,58.37
2015,Nigeria,NGA,Africa,14.29,31.91,10.92,1.42,24.59,3.17,2.46,11.24,41.46,57.12
2016,Nigeria,NGA,Africa,10.61,34.86,12.68,1.2,23.33,4.24,1.75,11.33,40.65,58.15
2017,Nigeria,NGA,Africa,11.98,35.94,10.05,1.09,23.32,3.29,2.23,12.1,40.93,57.98
2018,Nigeria,NGA,Africa,12.41,33.81,10.29,0.71,24.56,3.93,3.11,11.18,42.78,56.51
2019,Nigeria,NGA,Africa,12.88,32.97,10.41,1.37,26.21,1.94,3.36,10.86,42.38,56.26
2020,Nigeria,NGA,Africa,13.91,32.84,11.44,1.41,23.85,3.4,1.71,11.44,40.4,58.19
2021,Nigeria,NGA,Africa,13.25,32.21,12.09,2.2,26.44,3.16,0.1,10.54,40.25,57.56
2022,Nigeria,NGA,Africa,10.73,30.66,11.72,1.96,24.78,5.07,4.76,10.33,44.94,53.1
2023,Nigeria,NGA,Africa,13.24,30.97,10.05,3.34,24.02,5.42,2.86,10.1,42.41,54.25
2024,Nigeria,NGA,Africa,9.85,32.02,11.82,1.47,26.24,3.54,4.38,10.68,44.84,53.69
2025,Nigeria,NGA,Africa,14.11,32.02,11.18,0.0,26.17,5.41,3.73,7.39,42.7,57.3
2026,Nigeria,NGA,Africa,11.1,32.74,12.39,0.0,25.71,3.44,5.37,9.24,43.77,56.23
2000,Morocco,MAR,Africa,14.16,35.05,10.08,2.26,24.42,0.14,0.0,13.89,38.45,59.29
2001,Morocco,MAR,Africa,16.69,34.6,10.79,0.12,23.08,0.4,0.53,13.79,37.8,62.08
2002,Morocco,MAR,Africa,13.59,35.92,10.67,0.11,24.22,0.14,0.98,14.37,39.7,60.18
2003,Morocco,MAR,Africa,13.6,34.36,10.98,0.0,24.76,1.89,0.0,14.4,41.05,58.95
2004,Morocco,MAR,Africa,15.92,33.81,9.82,2.0,24.45,0.0,0.51,13.5,38.45,59.54
2005,Morocco,MAR,Africa,15.08,33.35,10.06,1.97,24.8,0.0,2.0,12.75,39.55,58.49
2006,Morocco,MAR,Africa,15.49,33.1,10.4,1.52,25.05,0.0,0.0,14.45,39.5,58.98
2007,Morocco,MAR,Africa,13.8,33.8,10.96,1.53,23.59,1.75,2.4,12.17,39.92,58.56
2008,Morocco,MAR,Africa,15.37,31.34,8.67,1.91,23.27,3.45,2.47,13.52,42.7,55.39
2009,Morocco,MAR,Africa,14.78,32.88,8.99,2.48,23.39,3.3,2.04,12.14,40.87,56.65
2010,Morocco,MAR,Africa,13.69,32.87,10.12,2.32,25.28,1.99,0.9,12.82,40.99,56.68
2011,Morocco,MAR,Africa,11.74,34.28,11.62,0.17,26.05,2.1,1.15,12.89,42.18,57.64
2012,Morocco,MAR,Africa,12.8,35.22,9.13,1.31,25.58,1.81,2.28,11.86,41.53,57.15
2013,Morocco,MAR,Africa,14.32,33.5,11.27,1.27,24.13,2.16,2.21,11.14,39.64,59.09
2014,Morocco,MAR,Africa,14.28,32.97,11.28,0.0,25.55,2.08,1.09,12.76,41.48,58.52
2015,Morocco,MAR,Africa,13.48,33.06,11.2,0.88,23.86,3.54,3.32,10.66,41.38,57.74
2016,Morocco,MAR,Africa,15.56,33.69,10.05,0.0,23.83,2.72,2.28,11.86,40.69,59.31
2017,Morocco,MAR,Africa,12.95,33.72,11.3,1.01,24.3,4.67,1.08,10.98,41.03,57.96
2018,Morocco,MAR,Africa,12.29,32.51,10.96,0.97,23.85,4.68,2.67,12.06,43.27,55.75
2019,Morocco,MAR,Africa,13.0,32.63,11.25,1.55,24.27,3.78,2.91,10.61,41.56,56.88
2020,Morocco,MAR,Africa,12.25,31.09,10.93,2.41,23.88,6.06,2.94,10.44,43.32,54.27
2021,Morocco,MAR,Africa,11.9,34.12,10.96,1.46,24.84,4.51,3.01,9.21,41.56,56.97
2022,Morocco,MAR,Africa,11.92,33.26,11.89,0.0,25.52,3.27,4.04,10.1,42.92,57.08
2023,Morocco,MAR,Africa,12.73,33.58,10.74,1.58,25.79,3.71,2.74,9.12,41.36,57.06
2024,Morocco,MAR,Africa,12.21,29.96,12.05,0.0,25.56,4.99,5.45,9.77,45.77,54.23
2025,Morocco,MAR,Africa,11.5,30.51,11.85,0.94,25.51,3.78,5.72,10.2,45.2,53.86
2026,Morocco,MAR,Africa,11.98,34.31,11.39,1.22,24.09,6.95,2.39,7.67,41.1,57.68
2000,Kenya,KEN,Africa,13.7,34.64,10.45,1.07,24.81,0.0,0.4,14.93,40.14,58.79
2001,Kenya,KEN,Africa,14.45,33.69,10.41,1.72,24.79,1.18,0.0,13.76,39.73,58.55
2002,Kenya,KEN,Africa,14.47,33.5,11.24,1.31,23.6,0.87,1.26,13.75,39.48,59.21
2003,Kenya,KEN,Africa,15.21,32.81,7.66,2.25,25.18,0.55,1.14,15.19,42.06,55.69
2004,Kenya,KEN,Africa,15.75,35.05,9.3,0.24,22.33,1.39,1.7,14.24,39.65,60.11
2005,Kenya,KEN,Africa,15.33,34.8,9.97,0.18,25.22,0.0,2.56,11.92,39.71,60.11
2006,Kenya,KEN,Africa,14.65,33.61,11.17,1.04,25.58,0.23,0.96,12.77,39.54,59.42
2007,Kenya,KEN,Africa,13.55,34.84,10.32,1.48,23.65,0.54,1.02,14.61,39.81,58.71
2008,Kenya,KEN,Africa,13.51,33.74,9.59,0.0,23.72,3.84,1.79,13.82,43.16,56.84
2009,Kenya,KEN,Africa,14.0,32.51,9.86,1.44,25.96,1.77,0.88,13.59,42.19,56.37
2010,Kenya,KEN,Africa,13.17,33.71,10.82,0.62,23.81,1.48,3.37,13.02,41.67,57.71
2011,Kenya,KEN,Africa,14.89,33.24,9.49,2.12,26.14,2.27,1.33,10.52,40.26,57.62
2012,Kenya,KEN,Africa,14.08,33.83,9.96,0.23,25.51,1.62,3.52,11.26,41.91,57.86
2013,Kenya,KEN,Africa,12.84,32.86,10.4,2.08,25.35,3.51,2.14,10.82,41.82,56.09
2014,Kenya,KEN,Africa,13.02,32.09,12.21,1.95,24.26,1.72,3.6,11.14,40.72,57.33
2015,Kenya,KEN,Africa,13.33,35.31,10.8,0.69,25.12,1.59,2.66,10.5,39.87,59.44
2016,Kenya,KEN,Africa,12.61,32.52,10.67,0.16,25.3,2.93,2.51,13.3,44.05,55.79
2017,Kenya,KEN,Africa,12.75,33.31,11.91,0.93,25.02,3.26,2.79,10.04,41.11,57.96
2018,Kenya,KEN,Africa,12.05,31.94,9.13,2.42,26.34,3.52,3.33,11.27,44.46,53.12
2019,Kenya,KEN,Africa,11.02,32.37,10.59,3.16,23.81,4.38,2.63,12.04,42.86,53.98
2020,Kenya,KEN,Africa,12.21,33.95,12.2,1.41,25.3,3.19,0.49,11.26,40.23,58.36
2021,Kenya,KEN,Africa,11.99,33.47,11.87,2.18,25.59,1.56,3.81,9.54,40.5,57.32
2022,Kenya,KEN,Africa,13.85,33.61,12.5,0.74,24.49,3.86,1.61,9.33,39.3,59.96
2023,Kenya,KEN,Africa,11.34,32.21,12.39,1.6,26.02,4.09,2.7,9.65,42.46,55.94
2024,Kenya,KEN,Africa,11.49,32.39,10.4,1.71,24.6,5.03,4.61,9.78,44.02,54.27
2025,Kenya,KEN,Africa,12.45,28.98,11.02,2.03,24.6,6.42,5.35,9.15,45.52,52.45
2026,Kenya,KEN,Africa,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15
